season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
2021,18,mclaren,255.0,1,4
2021,18,alpine,106.0,1,5
2021,18,alphatauri,106.0,0,6
2021,18,aston_martin,68.0,0,7
2021,18,williams,23.0,0,8
2021,18,alfa,11.0,0,9
2021,18,haas,0.0,0,10
2021,19,mercedes,521.5,7,1
2021,19,red_bull,510.5,10,2
2021,19,ferrari,287.5,0,3
2021,19,mclaren,256.0,1,4
2021,19,alpine,112.0,1,5
2021,19,alphatauri,112.0,0,6
2021,19,aston_martin,68.0,0,7
2021,19,williams,23.0,0,8
2021,19,alfa,11.0,0,9
2021,19,haas,0.0,0,10
2021,20,mercedes,546.5,8,1
2021,20,red_bull,541.5,10,2
2021,20,ferrari,297.5,0,3
2021,20,mclaren,258.0,1,4
2021,20,alpine,137.0,1,5
2021,20,alphatauri,112.0,0,6
2021,20,aston_martin,77.0,0,7
2021,20,williams,23.0,0,8
2021,20,alfa,11.0,0,9
2021,20,haas,0.0,0,10
2021,21,mercedes,587.5,9,1
2021,21,red_bull,559.5,10,2
2021,21,ferrari,307.5,0,3
2021,21,mclaren,269.0,1,4
2021,21,alpine,149.0,1,5
2021,21,alphatauri,120.0,0,6
2021,21,aston_martin,77.0,0,7
2021,21,williams,23.0,0,8
2021,21,alfa,13.0,0,9
2021,21,haas,0.0,0,10
2021,22,mercedes,613.5,9,1
2021,22,red_bull,585.5,11,2
2021,22,ferrari,323.5,0,3
2021,22,mclaren,275.0,1,4
2021,22,alpine,155.0,1,5
2021,22,alphatauri,142.0,0,6
2021,22,aston_martin,77.0,0,7
2021,22,williams,23.0,0,8
2021,22,alfa,13.0,0,9
2021,22,haas,0.0,0,10
2022,1,ferrari,44.0,1,1
2022,1,mercedes,27.0,0,2
2022,1,haas,10.0,0,3
2022,1,alfa,9.0,0,4
2022,1,alpine,8.0,0,5
2022,1,alphatauri,4.0,0,6
2022,1,aston_martin,0.0,0,7
2022,1,williams,0.0,0,8
2022,1,mclaren,0.0,0,9
2022,1,red_bull,0.0,0,10
2022,2,ferrari,78.0,1,1
2022,2,mercedes,38.0,0,2
2022,2,red_bull,37.0,1,3
2022,2,alpine,16.0,0,4
2022,2,haas,12.0,0,5
2022,2,alfa,9.0,0,6
2022,2,alphatauri,8.0,0,7
2022,2,mclaren,6.0,0,8
2022,2,aston_martin,0.0,0,9
2022,2,williams,0.0,0,10
2022,3,ferrari,104.0,2,1
2022,3,mercedes,65.0,0,2
2022,3,red_bull,55.0,1,3
2022,3,mclaren,24.0,0,4
2022,3,alpine,22.0,0,5
2022,3,alfa,13.0,0,6
2022,3,haas,12.0,0,7
2022,3,alphatauri,10.0,0,8
2022,3,williams,1.0,0,9
2022,3,aston_martin,0.0,0,10
2022,4,ferrari,124.0,2,1
2022,4,red_bull,113.0,2,2
2022,4,mercedes,77.0,0,3
2022,4,mclaren,46.0,0,4
2022,4,alfa,25.0,0,5
2022,4,alpine,22.0,0,6
2022,4,alphatauri,16.0,0,7
2022,4,haas,15.0,0,8
2022,4,aston_martin,5.0,0,9
2022,4,williams,1.0,0,10
2022,5,ferrari,157.0,2,1
2022,5,red_bull,151.0,3,2
2022,5,mercedes,95.0,0,3
2022,5,mclaren,46.0,0,4
2022,5,alfa,31.0,0,5
2022,5,alpine,26.0,0,6
2022,5,alphatauri,16.0,0,7
2022,5,haas,15.0,0,8
2022,5,aston_martin,6.0,0,9
2022,5,williams,3.0,0,10
2022,6,red_bull,195.0,4,1
2022,6,ferrari,169.0,2,2
2022,6,mercedes,120.0,0,3
2022,6,mclaren,50.0,0,4
2022,6,alfa,39.0,0,5
2022,6,alpine,34.0,0,6
2022,6,alphatauri,17.0,0,7
2022,6,haas,15.0,0,8
2022,6,aston_martin,6.0,0,9
2022,6,williams,3.0,0,10
2022,7,red_bull,235.0,5,1
2022,7,ferrari,199.0,2,2
2022,7,mercedes,134.0,0,3
2022,7,mclaren,59.0,0,4
2022,7,alfa,41.0,0,5
2022,7,alpine,40.0,0,6
2022,7,alphatauri,17.0,0,7
2022,7,haas,15.0,0,8
2022,7,aston_martin,7.0,0,9
2022,7,williams,3.0,0,10
2022,8,red_bull,279.0,6,1
2022,8,ferrari,199.0,2,2
2022,8,mercedes,161.0,0,3
2022,8,mclaren,65.0,0,4
2022,8,alpine,47.0,0,5
2022,8,alfa,41.0,0,6
2022,8,alphatauri,27.0,0,7
2022,8,haas,15.0,0,8
2022,8,aston_martin,15.0,0,9
2022,8,williams,3.0,0,10
2022,9,red_bull,304.0,7,1
2022,9,ferrari,228.0,2,2
2022,9,mercedes,188.0,0,3
2022,9,mclaren,65.0,0,4
2022,9,alpine,57.0,0,5
2022,9,alfa,51.0,0,6
2022,9,alphatauri,27.0,0,7
2022,9,aston_martin,16.0,0,8
2022,9,haas,15.0,0,9
2022,9,williams,3.0,0,10
2022,10,red_bull,328.0,7,1
2022,10,ferrari,265.0,3,2
2022,10,mercedes,204.0,0,3
2022,10,mclaren,73.0,0,4
2022,10,alpine,67.0,0,5
2022,10,alfa,51.0,0,6
2022,10,alphatauri,27.0,0,7
2022,10,haas,20.0,0,8
2022,10,aston_martin,18.0,0,9
2022,10,williams,3.0,0,10
2022,11,red_bull,359.0,7,1
2022,11,ferrari,303.0,4,2
2022,11,mercedes,237.0,0,3
2022,11,mclaren,81.0,0,4
2022,11,alpine,81.0,0,5
2022,11,alfa,51.0,0,6
2022,11,haas,34.0,0,7
2022,11,alphatauri,27.0,0,8
2022,11,aston_martin,18.0,0,9
2022,11,williams,3.0,0,10
2022,12,red_bull,396.0,8,1
2022,12,ferrari,314.0,4,2
2022,12,mercedes,270.0,0,3
2022,12,alpine,93.0,0,4
2022,12,mclaren,89.0,0,5
2022,12,alfa,51.0,0,6
2022,12,haas,34.0,0,7
2022,12,alphatauri,27.0,0,8
2022,12,aston_martin,19.0,0,9
2022,12,williams,3.0,0,10
2022,13,red_bull,431.0,9,1
2022,13,ferrari,334.0,4,2
2022,13,mercedes,304.0,0,3
2022,13,alpine,99.0,0,4
2022,13,mclaren,95.0,0,5
2022,13,alfa,51.0,0,6
2022,13,haas,34.0,0,7
2022,13,alphatauri,27.0,0,8
2022,13,aston_martin,20.0,0,9
2022,13,williams,3.0,0,10
2022,14,red_bull,475.0,10,1
2022,14,ferrari,357.0,4,2
2022,14,mercedes,316.0,0,3
2022,14,alpine,115.0,0,4
2022,14,mclaren,95.0,0,5
2022,14,alfa,51.0,0,6
2022,14,haas,34.0,0,7
2022,14,alphatauri,29.0,0,8
2022,14,aston_martin,24.0,0,9
2022,14,williams,4.0,0,10
2022,15,red_bull,511.0,11,1
2022,15,ferrari,376.0,4,2
2022,15,mercedes,346.0,0,3
2022,15,alpine,125.0,0,4
2022,15,mclaren,101.0,0,5
2022,15,alfa,51.0,0,6
2022,15,haas,34.0,0,7
2022,15,alphatauri,29.0,0,8
2022,15,aston_martin,25.0,0,9
2022,15,williams,4.0,0,10
2022,16,red_bull,545.0,12,1
2022,16,ferrari,406.0,4,2
2022,16,mercedes,371.0,0,3
2022,16,alpine,125.0,0,4
2022,16,mclaren,107.0,0,5
2022,16,alfa,52.0,0,6
2022,16,haas,34.0,0,7
2022,16,alphatauri,33.0,0,8
2022,16,aston_martin,25.0,0,9
2022,16,williams,6.0,0,10
2022,17,red_bull,576.0,13,1
2022,17,ferrari,439.0,4,2
2022,17,mercedes,373.0,0,3
2022,17,mclaren,129.0,0,4
2022,17,alpine,125.0,0,5
2022,17,alfa,52.0,0,6
2022,17,aston_martin,37.0,0,7
2022,17,haas,34.0,0,8
2022,17,alphatauri,34.0,0,9
2022,17,williams,6.0,0,10
2022,18,red_bull,619.0,14,1
2022,18,ferrari,454.0,4,2
2022,18,mercedes,387.0,0,3
2022,18,alpine,143.0,0,4
2022,18,mclaren,130.0,0,5
2022,18,alfa,52.0,0,6
2022,18,aston_martin,45.0,0,7
2022,18,haas,34.0,0,8
2022,18,alphatauri,34.0,0,9
2022,18,williams,8.0,0,10
2022,19,red_bull,656.0,15,1
2022,19,ferrari,469.0,4,2
2022,19,mercedes,416.0,0,3
2022,19,alpine,149.0,0,4
2022,19,mclaren,138.0,0,5
2022,19,alfa,52.0,0,6
2022,19,aston_martin,49.0,0,7
2022,19,haas,36.0,0,8
2022,19,alphatauri,35.0,0,9
2022,19,williams,8.0,0,10
2022,20,red_bull,696.0,16,1
2022,20,ferrari,487.0,4,2
2022,20,mercedes,447.0,0,3
2022,20,alpine,153.0,0,4
2022,20,mclaren,146.0,0,5
2022,20,alfa,53.0,0,6
2022,20,aston_martin,49.0,0,7
2022,20,haas,36.0,0,8
2022,20,alphatauri,35.0,0,9
2022,20,williams,8.0,0,10
2022,21,red_bull,719.0,16,1
2022,21,ferrari,524.0,4,2
2022,21,mercedes,505.0,1,3
2022,21,alpine,167.0,0,4
2022,21,mclaren,148.0,0,5
2022,21,alfa,55.0,0,6
2022,21,aston_martin,50.0,0,7
2022,21,haas,37.0,0,8
2022,21,alphatauri,35.0,0,9
2022,21,williams,8.0,0,10
2022,22,red_bull,759.0,17,1
2022,22,ferrari,554.0,4,2
2022,22,mercedes,515.0,1,3
2022,22,alpine,173.0,0,4
2022,22,mclaren,159.0,0,5
2022,22,alfa,55.0,0,6
2022,22,aston_martin,55.0,0,7
2022,22,haas,37.0,0,8
2022,22,alphatauri,35.0,0,9
2022,22,williams,8.0,0,10
